Name,Water,Energ (kcal),Protein,Lipid,Ash,Carbohydrt,Sugar,Calcium,Iron,Magnesium,Sodium,Zinc,Copper,Vit_C,Vit_B6,Cholestrl
POTATOES.FRENCH FR.STK FRIES.SALT ADDED IN PROC.FRZ.OVEN-HTD,64.85,152,2.57,3.76,1.84,26.98,0.25,10,0.64,23,373,0.41,0.095,14,0.192,0
POTATOES.FRZ.FRCH FR.PAR FR.CTTGE-CUT.PREP.HTD OVEN.W/SALT,52.9,218,3.44,8.2,1.43,34.03,0,10,1.49,22,281,0.41,0.2,9.5,0.243,0
POTATOES.FRZ.FRCH FR.PAR FR.CTTGE-CUT.PREP.HTD OVEN.WO/SALT,52.9,218,3.44,8.2,1.43,34.03,0,10,1.49,22,45,0.41,0.2,9.5,0.243,0
POTATOES.FRZ.FRCH FR.PAR FR.EXTRUDED.PREP.HTD OVEN.WO/SALT,35.4,333,3.55,18.71,2.66,39.68,0,12,1.66,23,613,0.41,0.04,6.2,0.213,0
POTATOES.FRZ.FRENCH FR.PAR FR.COTTAGE-CUT.UNPREP,66.82,153,2.42,5.78,1.01,23.98,0,7,1.05,16,32,0.29,0.141,8.4,0.18,0
POTATOES.FRZ.FRENCH FR.PAR FR.EXTRUDED.UNPREP,49.94,260,2.83,14.95,2.13,30.15,0,9,1.32,18,490,0.33,0.032,6.3,0.18,0
POTATOES.FRZ.WHL.CKD.BLD.DRND.W/SALT,82.8,63,1.98,0.13,1.16,13.93,0,7,0.84,11,256,0.25,0.078,9.4,0.202,0
POTATOES.FRZ.WHL.CKD.BLD.DRND.WO/SALT,82.8,65,1.98,0.13,0.57,14.52,0,7,0.84,11,20,0.25,0.078,9.4,0.202,0
POTATOES.FRZ.WHL.UNPREP,79.3,78,2.38,0.16,0.69,17.47,0.78,8,1.01,13,25,0.3,0.094,14.2,0.256,0
POTATOES.HASHED BROWN.FRZ.PLN.PREP,56.1,218,3.16,11.5,1.14,28.1,1.57,15,1.51,17,34,0.32,0.152,6.3,0.126,0
POTATOES.HASHED BROWN.FRZ.PLN.UNPREP,78.85,82,2.06,0.62,0.75,17.72,0,10,0.98,11,22,0.21,0.099,8.2,0.087,0
POTATOES.HASHED BROWN.FRZ.W/BUTTER SAU.PREP,63.71,178,2.46,8.79,0.92,24.13,0,33,0.99,15,101,0.33,0.102,3.8,0.266,23
POTATOES.HASHED BROWN.FRZ.W/BUTTER SAU.UNPREP,72.51,135,1.87,6.66,0.69,18.28,0,25,0.75,11,77,0.25,0.077,5.7,0.212,0
POTATOES.HASHED BROWN.HOME-PREPARED,47.25,265,3,12.52,2.12,35.11,1.49,14,0.55,35,342,0.47,0.293,13,0.472,0
POTATOES.MICROWAVED.CKD IN SKN.FLESH&SKN.WO/SALT,72.04,105,2.44,0.1,1.18,24.24,0,11,1.24,27,8,0.36,0.334,15.1,0.344,0
POTATOES.MICROWAVED.CKD IN SKN.FLESH.W/SALT,73.55,100,2.1,0.1,0.97,23.28,0,5,0.41,25,243,0.33,0.237,15.1,0.319,0
POTATOES.MICROWAVED.CKD IN SKN.FLESH.WO/SALT,73.55,100,2.1,0.1,0.97,23.28,0,5,0.41,25,7,0.33,0.237,15.1,0.319,0
POTATOES.MICROWAVED.CKD IN SKN.SKN.WO/SALT,63.5,132,4.39,0.1,2.38,29.63,0,46,5.94,37,16,0.51,0.882,15.3,0.492,0
POTATOES.MICROWAVED.CKD.IN SKN.FLESH&SKN.W/SALT,72.04,105,2.44,0.1,1.18,24.24,0,11,1.24,27,244,0.36,0.334,15.1,0.344,0
POTATOES.MICROWAVED.CKD.IN SKN.SKN W/SALT,63.5,132,4.39,0.1,2.38,29.63,0,46,5.94,37,252,0.51,0.882,15.3,0.492,0
POTATOES.MSHD.DEHYD.FLAKES WO/MILK.DRY FORM,6.58,354,8.34,0.41,3.5,81.17,3.36,27,1.21,66,104,0.7,0.161,81,0.748,0
POTATOES.MSHD.DEHYD.GRANULES W/MILK.DRY FORM,6.3,357,10.9,1.1,4,77.7,3.37,142,3.5,74,82,1.2,0.578,16,0.887,2
POTATOES.MSHD.DEHYD.GRANULES WO/MILK.DRY FORM,3.63,372,8.22,0.54,2.1,85.51,3.47,41,1.09,98,67,0.91,0.102,37,0.861,0
POTATOES.MSHD.DEHYD.PREP FR GRNLS WO/MILK.WHL MILK&BUTTER,77.49,108,2.05,4.96,1.14,14.36,0,35,0.19,19,257,0.25,0.022,6,0.009,14
POTATOES.MSHD.DEHYD.PREP FROM FLAKES WO/ MILK.WHL MILK & BUT,81.2,97,1.77,5.13,1.03,10.87,1.61,32,0.16,11,164,0.18,0.031,9.7,0.098,14
POTATOES.MSHD.DEHYD.PREP FROM GRAN W/ MILK.H2O & MARG ADDED,76.01,116,2.13,4.8,0.93,16.13,1.74,35,0.2,20,172,0.24,0.029,6.5,0.16,2
POTATOES.MSHD.HOME-PREPARED.WHL MILK & BUTTER ADDED,75.61,113,1.86,4.22,1.5,16.81,1.43,24,0.26,18,317,0.27,0.138,6,0.222,11
POTATOES.MSHD.HOME-PREPARED.WHL MILK & MARGARINE ADDED,75.25,113,1.96,4.2,1.65,16.94,1.44,21,0.26,19,333,0.3,0.155,10.5,0.247,1
POTATOES.MSHD.HOME-PREPARED.WHL MILK ADDED,78.48,83,1.91,0.57,1.46,17.57,1.51,24,0.27,18,302,0.28,0.145,6.2,0.232,2
POTATOES.MSHD.PREP FROM FLAKES.WO/MILK.WHL MILK&MARGARINE,76.3,113,1.9,5.6,1.18,15.02,0,49,0.22,18,332,0.18,0.016,9.7,0.009,4
POTATOES.MSHD.PREP FROM GRANULES.WO/MILK.WHL MILK&MARGARINE,77.48,108,2.05,4.93,1.14,14.4,0,35,0.19,19,263,0.24,0.022,6,0.01,3
POTATOES.O'BRIEN.FRZ.PREP,61.96,204,2.22,13.21,0.75,21.86,0,20,0.96,34,43,0.55,0.241,10.4,0.377,0
POTATOES.O'BRIEN.FRZ.UNPREP,79.97,76,1.83,0.14,0.6,17.47,0,13,1.03,18,33,0.29,0.127,11.3,0.209,0
POTATOES.O'BRIEN.HOME-PREPARED,79.6,81,2.35,1.28,1.29,15.47,0,36,0.47,18,217,0.3,0.129,16.7,0.213,4
POTATOES.RAW.SKIN,83.29,58,2.57,0.1,1.61,12.44,0,30,3.24,23,10,0.35,0.423,11.4,0.239,0
POTATOES.RED.FLESH & SKN.BKD,76.67,89,2.3,0.15,1.29,19.59,1.43,9,0.7,28,12,0.4,0.174,12.6,0.212,0
POTATOES.RED.FLESH & SKN.RAW,80.96,70,1.89,0.14,1.1,15.9,1,10,0.73,22,6,0.33,0.134,8.6,0.17,0
POTATOES.RUSSET.FLESH & SKN.BKD,74.45,97,2.63,0.13,1.35,21.44,1.08,18,1.07,30,14,0.35,0.107,12.9,0.354,0
POTATOES.RUSSET.FLESH & SKN.RAW,78.58,79,2.14,0.08,1.13,18.07,0.62,13,0.86,23,5,0.29,0.103,5.7,0.345,0
POTATOES.SCALLPD.DRY MIX.PREP W/H2O.WHL MILK&BUTTER,79.17,93,2.12,4.3,1.64,12.77,0,36,0.38,14,341,0.25,0.049,3.3,0.042,11
POTATOES.SCALLPD.DRY MIX.UNPREP,6.22,358,7.77,4.59,7.49,73.93,0,62,2.01,59,1578,0.92,0.26,16.5,0.18,5
POTATOES.SCALLPD.HOME-PREPARED W/BUTTER,80.94,88,2.87,3.68,1.73,10.78,0,57,0.57,19,335,0.4,0.163,10.6,0.178,12
POTATOES.SCALLPD.HOME-PREPARED W/MARGARINE,80.94,88,2.87,3.68,1.73,10.78,0,57,0.57,19,335,0.4,0.163,10.6,0.178,6
POTATOES.WHITE.FLESH & SKN.BKD,75.43,94,2.1,0.15,1.24,21.08,1.39,10,0.64,27,7,0.35,0.127,12.6,0.211,0
POTATOES.WHITE.FLESH & SKN.RAW,81.58,69,1.68,0.1,0.94,15.71,1.15,9,0.52,21,6,0.29,0.116,19.7,0.203,0
POULTRY FD PRODUCTS.GROUND TURKEY.CKD,59.42,235,27.36,13.15,1.19,0,0,25,1.93,24,107,2.86,0.09,0,0.39,102
POULTRY FD PRODUCTS.GROUND TURKEY.RAW,71.97,149,17.46,8.26,0.87,0,0,13,1.25,19,94,1.93,0.09,0,0.35,79
POULTRY SALAD SNDWCH SPRD,66.17,200,11.64,13.52,1.26,7.41,0,10,0.61,10,377,1.04,0.03,1,0.11,30
POULTRY SEASONING,9.31,307,9.59,7.53,5.92,65.59,3.08,996,35.3,224,27,3.14,0.843,12,1.32,0
POULTRY.MECHANICALLY DEBONED.FROM BACKS&NECKS W/SKN.RAW,62.66,272,11.39,24.73,0.96,0,0,138,1.57,12,40,1.29,0.065,1.5,0.19,130
POULTRY.MECHANICALLY DEBONED.FROM BACKS&NECKS WO/SKN.RAW,69.29,199,13.79,15.48,1,0,0,123,1.73,13,51,1.82,0.069,3,0.32,104
POULTRY.MECHANICALLY DEBONED.FROM MATURE HENS.RAW,62.95,243,14.72,19.98,1.15,0,0,187,1.22,12,40,1.9,0.065,2,0.28,143
POUT.OCEAN.CKD.DRY HEAT,76.1,102,21.33,1.17,1.45,0,0,13,0.36,17,78,1.32,0.041,0,0.277,67
POUT.OCEAN.RAW,81.36,79,16.64,0.91,1.13,0,0,10,0.28,13,61,1.03,0.032,0,0.24,52
PRAIRIE TURNIPS.BLD (NORTHERN PLAINS INDIANS),67.68,129,1.64,0.32,0.36,29.99,4.74,103,0.95,49,4,0.28,0.038,2,0.379,0
PRAIRIE TURNIPS.RAW (NORTHERN PLAINS INDIANS),60.69,156,2.62,0.36,0.65,35.67,0.82,130,1.27,63,5,0.37,0.053,5.5,0.47,0
PRETZELS.HARD.CONFECTIONER'S COATING.CHOCOLATE-FLAVOR,2.5,458,7.5,16.7,2.2,70.9,0,74,2,41,569,0.92,0.302,0.5,0.172,0
PRETZELS.HARD.PLN.MADE W/UNENR FLR.SALTED,3.3,381,9.1,3.5,4.9,79.2,0,36,1.67,35,1715,0.85,0.264,0,0.116,0
PRETZELS.HARD.PLN.MADE W/UNENR FLR.UNSALTED,3.3,381,9.1,3.5,4.9,79.2,0,36,1.67,35,289,0.85,0.264,0,0.116,0
PRETZELS.HARD.PLN.SALTED,3.44,380,10.34,2.63,3.83,79.76,2.76,18,5.2,29,1357,1.43,0.17,0,0.044,0
PRETZELS.HARD.WHOLE-WHEAT,3.9,362,11.1,2.6,1.1,81.2,0,28,2.69,30,203,0.62,0.28,1,0.274,0
PRETZELS.SOFT,15,338,8.2,3.1,4.31,69.39,0.25,23,3.92,21,1404,0.94,0.126,0,0.02,3
PRETZELS.SOFT.UNSALTED,15,338,8.2,3.1,2.66,71.04,0.25,23,3.92,21,690,0.94,0.126,0,0.02,3
PRICKLY PEARS.RAW,87.55,41,0.73,0.51,1.64,9.57,0,56,0.3,85,5,0.12,0.08,14,0.06,0
PRK.CRD.HAM W/ NAT JUCS.SPRL SLC.MEAT ONLY.BNLES.LN.HTD.RSTD,69.47,126,22.56,3.78,3.77,0.41,1.08,4,0.84,22,986,1.82,0.189,0,0.428,63
PRK.FRSH.TOP LOIN (CHPS).BNLESS.ENHCD.LN & FAT.CKD.PAN-BRLD,62.52,190,28.35,7.66,1.67,0,0,10,0.63,28,205,1.98,0.062,0,0.476,75
PROTEIN SUPP.MILK BSD.MUSCLE MILK LT.PDR,12,396,50,12,4,22,4,1200,12,280,250,10,1.4,42,1.4,10
PROTEIN SUPP.MILK BSD.MUSCLE MILK.PDR,15,411,45.71,17.14,3.65,18.5,5.71,500,8.57,200,329,7.14,1,30,1,21
PRUNE JUICE.CANNED,81.24,71,0.61,0.03,0.68,17.45,16.45,12,1.18,14,4,0.21,0.068,4.1,0.218,0
PRUNE PUREE,30,257,2.1,0.2,2.6,65.1,39,31,2.8,0,23,0,0,4.3,0,0
PRUNES.CND.HVY SYRUP PK.SOL&LIQUIDS,70.67,105,0.87,0.2,0.46,27.8,0,17,0.41,15,3,0.19,0.118,2.8,0.203,0
PRUNES.DEHYD (LOW-MOISTURE).STWD,67.99,113,1.23,0.24,0.83,29.7,0,24,1.17,21,2,0.25,0.204,0,0.191,0
PRUNES.DEHYD (LOW-MOISTURE).UNCKD,4,339,3.7,0.73,2.5,89.07,0,72,3.52,64,5,0.75,0.611,0,0.745,0
PUDDING.LEMON.DRY MIX.REG.PREP W/ SUGAR.EGG YOLK & H2O,73.62,109,0.65,1.12,0.42,24.2,13.51,8,0.13,1,63,0.1,0.013,0,0.012,49
PUDDINGS.ALL FLAVORS XCPT CHOC.LO CAL.INST.DRY MIX,6.84,350,0.81,0.9,6.8,84.66,0.9,143,0.38,5,4250,0.1,0.038,0,0.005,0
PUDDINGS.ALL FLAVORS XCPT CHOC.LO CAL.REG.DRY MIX,10.4,351,1.6,0.1,1.86,86.04,2.9,49,0.05,17,1765,0.19,0.04,0,0,0
PUDDINGS.BANANA.DRY MIX.INST,2.8,367,0,0.6,3.8,92.7,76.57,6,0.12,2,1499,0.04,0.021,0,0.001,0
PUDDINGS.BANANA.DRY MIX.INST.PREP W/ 2% MILK,74.52,105,2.76,1.7,1.26,19.74,0,102,0.06,12,296,0.33,0.01,0.8,0.036,6
PUDDINGS.BANANA.DRY MIX.INST.PREP W/ WHL MILK,73.62,115,2.62,2.8,1.2,19.76,17.38,94,0.05,9,290,0.32,0.024,0,0.03,9
PUDDINGS.BANANA.DRY MIX.INST.W/ ADDED OIL,2.8,386,0,4.4,3.8,89,0,6,0.12,2,1499,0.04,0.021,0,0.001,0
PUDDINGS.BANANA.DRY MIX.REG,4.1,366,0,0.4,2.5,93,74.32,20,0.05,8,788,0.09,0.02,0,0,0
PUDDINGS.BANANA.DRY MIX.REG.PREP W/ 2% MILK,75.9,101,2.9,1.73,1.03,18.43,0,109,0.05,13,164,0.35,0.01,0.7,0.034,7
PUDDINGS.BANANA.DRY MIX.REG.PREP W/ WHL MILK,74.96,111,2.74,2.89,0.97,18.44,15.98,101,0.04,10,158,0.34,0.025,0,0.028,9
PUDDINGS.BANANA.DRY MIX.REG.W/ ADDED OIL,4.1,387,0,5,2.5,88.4,0,20,0.05,8,788,0.09,0.02,0,0,0
PUDDINGS.CHOC FLAVOR.LO CAL.INST.DRY MIX,4.2,356,5.3,2.4,9.9,78.2,0.7,126,3.11,89,2838,0.41,0.838,0,0.04,0
PUDDINGS.CHOC FLAVOR.LO CAL.REG.DRY MIX,6.8,365,10.08,3,5.7,74.42,0.7,1512,3.87,110,3326,1.49,0.854,0,0.027,0
PUDDINGS.CHOC.DRY MIX.INST,3.2,378,2.3,1.9,4.7,87.9,67.86,12,1.29,45,1429,0.62,0.354,0,0.012,0
PUDDINGS.CHOC.DRY MIX.INST.PREP W/ 2% MILK,74.59,105,3.15,1.92,1.41,18.89,11.34,104,0.4,19,284,0.43,0.068,0.8,0.038,6
PUDDINGS.CHOC.DRY MIX.INST.PREP W/ WHL MILK,73.6,111,3.1,3.1,1.4,18.8,0,102,0.29,18,284,0.42,0.064,0.9,0.038,11
PUDDINGS.CHOC.DRY MIX.INST.PREP W/ WHOLE MILK,73.13,120,3.16,3.15,0.92,19.64,11.96,106,0.34,20,98,0.48,0.111,0,0.03,9
PUDDINGS.CHOC.DRY MIX.REG.PREP W/ 2% MILK,73.94,111,3.28,2.06,0.96,19.76,11.85,112,0.34,21,102,0.57,0.095,0.1,0.032,7
PUDDINGS.CHOC.RTE,69.46,142,2.09,4.6,0.84,23.01,17.17,51,1.27,18,152,0.34,0.092,0.3,0.018,1
PUDDINGS.CHOC.RTE.FAT FREE,76.23,93,1.93,0.3,0.7,20.87,15.75,39,1.69,15,110,0.3,0.083,0,0.016,1
PUDDINGS.COCNT CRM.DRY MIX.INST,2.2,389,0.9,2.3,3.4,91.2,64,8,0.72,17,1040,0.3,0.151,0.3,0.041,0
PUDDINGS.COCNT CRM.DRY MIX.INST.PREP W/ 2% MILK,74.4,107,2.9,2.3,1.2,19.2,0,102,0.15,14,246,0.33,0.025,0.8,0.038,6
PUDDINGS.COCNT CRM.DRY MIX.INST.PREP W/ WHL MILK,73.4,117,2.9,3.5,1.2,19.1,0,100,0.15,14,246,0.33,0.026,0.8,0.037,11
PUDDINGS.COCNT CRM.DRY MIX.REG,3.7,434,1,11.36,2.1,81.84,80.54,8,0.57,15,682,0.35,0.143,0.3,0.05,0
PUDDINGS.COCNT CRM.DRY MIX.REG.PREP W/ 2% MILK,75.6,104,3.1,2.5,1,17.8,0,113,0.2,16,163,0.37,0.025,0.7,0.145,7
PUDDINGS.COCNT CRM.DRY MIX.REG.PREP W/ WHL MILK,74.6,114,3,3.8,1,17.7,0,111,0.2,16,162,0.36,0.027,0.7,0.144,12
PUDDINGS.LEMON.DRY MIX.INST,0.7,378,0,0.7,3.2,95.4,0,2,0.08,0,1332,0.05,0.015,0,0.001,0
PUDDINGS.LEMON.DRY MIX.INST.PREP W/ 2% MILK,74.16,107,2.76,1.71,1.16,20.2,0,101,0.06,11,268,0.33,0.009,0.8,0.036,6
PUDDINGS.LEMON.DRY MIX.INST.PREP W/ WHL MILK,73.2,115,2.7,2.9,1.1,20.1,0,99,0.06,11,267,0.32,0.011,0.8,0.035,11
PUDDINGS.LEMON.DRY MIX.REG,5.2,363,0.1,0.5,2.4,91.8,0,5,0.17,4,506,0.02,0.024,0,0.005,0
PUDDINGS.LEMON.DRY MIX.REG.W/ ADDED OIL.K.NA,5.2,366,0.1,1.5,2.4,90.3,0,0,0.17,4,849,0.02,0.024,0,0.005,0
PUDDINGS.RICE.DRY MIX,4.8,376,2.7,0.1,1.1,91.2,0,14,1.79,8,366,0.31,0.062,0,0.013,0
PUDDINGS.RICE.DRY MIX.PREP W/ 2% MILK,73.43,111,3.29,1.63,0.82,20.81,0,105,0.37,13,109,0.38,0.018,0.7,0.035,6
PUDDINGS.RICE.DRY MIX.PREP W/ WHL MILK,72.42,121,3.25,2.82,0.81,20.68,0,103,0.37,13,108,0.38,0.02,0.7,0.034,11
PUDDINGS.RICE.RTE,73.34,118,3.53,2.65,0.8,19.4,14.11,52,0.11,8,123,0.49,0.025,0,0.041,18
PUDDINGS.TAPIOCA.DRY MIX,4,369,0.1,0.1,1.4,94.3,65,4,0.12,2,477,0.08,0.029,0,0.001,0
PUDDINGS.TAPIOCA.DRY MIX.PREP W/ 2% MILK,75.01,105,2.88,1.67,0.87,19.56,10.64,105,0.06,12,121,0.35,0.012,0.7,0.033,6
PUDDINGS.TAPIOCA.DRY MIX.PREP W/ WHL MILK,73.97,115,2.84,2.89,0.85,19.43,10.64,103,0.06,12,120,0.34,0.013,0.7,0.033,12
PUDDINGS.TAPIOCA.DRY MIX.W/ NO ADDED SALT,4,369,0.1,0.1,1.4,94.3,0,4,0.12,2,8,0.08,0.029,0,0.032,0
PUDDINGS.TAPIOCA.RTE,71.84,130,1.95,3.88,0.64,21.69,14.91,71,0.11,6,145,0.22,0.018,0.3,0.024,1
PUDDINGS.TAPIOCA.RTE.FAT FREE,76.25,94,1.44,0.35,0.64,21.31,14.18,52,0.11,5,187,0.17,0.018,0.3,0.02,1
PUDDINGS.VANILLA.DRY MIX.INST,2.6,377,0,0.6,3.9,92.9,92.9,12,0.01,1,1441,0.06,0.093,0,0.002,0
PUDDINGS.VANILLA.DRY MIX.INST.PREP W/ WHL MILK,73.5,114,2.7,2.9,1.3,19.7,18.03,101,0.07,12,286,0.33,0.024,0.8,0.036,11
PUDDINGS.VANILLA.DRY MIX.REG,3.9,379,0.3,0.4,2,93.5,79.34,5,0.08,0,754,0.02,0.021,0,0,0
PUDDINGS.VANILLA.DRY MIX.REG.PREP W/ 2% MILK,75.86,101,2.94,1.73,0.95,18.53,11.16,108,0.06,12,159,0.34,0.013,0.7,0.034,7
PUDDINGS.VANILLA.DRY MIX.REG.PREP W/ WHL MILK,74.49,113,2.8,2.9,0.9,18.92,17.09,99,0.04,9,156,0.33,0.025,0,0.028,9
PUDDINGS.VANILLA.DRY MIX.REG.W/ ADDED OIL,3.9,369,0.3,1.1,2,92.4,0,15,0.05,5,754,0.09,0.02,0,0,0
PUDDINGS.VANILLA.RTE,71.66,130,1.45,3.78,0.51,22.6,16.97,49,0.09,4,142,0.16,0.018,0.2,0.019,1
PUDDINGS.VANILLA.RTE.FAT FREE,76.93,89,2.02,0,0.9,20.16,15.12,40,0.36,7,191,0.23,0.013,1.2,0.019,0
PUFF PASTRY.FRZ.RTB,8.5,551,7.3,38.1,1,45.1,0.74,10,2.56,16,249,0.53,0.114,0,0.021,0
PUFF PASTRY.FRZ.RTB.BKD,7.4,558,7.4,38.5,1,45.7,0.75,10,2.6,16,253,0.54,0.115,0,0.019,0
PUMMELO.RAW,89.1,38,0.76,0.04,0.48,9.62,0,4,0.11,6,1,0.08,0.048,61,0.036,0
PUMPKIN FLOWERS.CKD.BLD.DRND.WO/SALT,95.2,15,1.09,0.08,0.33,3.3,2.4,37,0.88,25,6,0.1,0.1,5,0.05,0
PUMPKIN FLOWERS.RAW,95.15,15,1.03,0.07,0.48,3.28,0,39,0.7,24,5,0,0,28,0,0
PUMPKIN LEAVES.CKD.BLD.DRND.W/ SALT,92.51,21,2.72,0.22,1.16,3.39,0.69,43,3.2,38,244,0.2,0.133,1,0.196,0
PUMPKIN LEAVES.CKD.BLD.DRND.WO/SALT,92.51,21,2.72,0.22,1.16,3.39,0.69,43,3.2,38,8,0.2,0.133,1,0.196,0
PUMPKIN LEAVES.RAW,92.88,19,3.15,0.4,1.24,2.33,0,39,2.22,38,11,0.2,0.133,11,0.207,0
PUMPKIN PIE MIX.CANNED,71.49,104,1.09,0.13,0.91,26.39,0,37,1.06,16,208,0.27,0.068,3.5,0.159,0
PUMPKIN PIE SPICE,8.46,342,5.76,12.6,3.9,69.28,7.76,682,19.71,136,52,2.37,0.484,23.4,0.4,0
PUMPKIN&SQUASH SD KRNLS.DRIED,5.23,559,30.23,49.05,4.78,10.71,1.4,46,8.82,592,7,7.81,1.343,1.9,0.143,0
PUMPKIN&SQUASH SD KRNLS.RSTD.W/SALT,2.03,574,29.84,49.05,4.37,14.71,1.29,52,8.07,550,256,7.64,1.275,1.8,0.1,0
PUMPKIN&SQUASH SD KRNLS.RSTD.WO/SALT,2.03,574,29.84,49.05,4.37,14.71,1.29,52,8.07,550,18,7.64,1.275,1.8,0.1,0
PUMPKIN&SQUASH SEEDS.WHL.RSTD.W/SALT,4.5,446,18.55,19.4,3.8,53.75,0,55,3.31,262,2541,10.3,0.69,0.3,0.037,0
PUMPKIN&SQUASH SEEDS.WHL.RSTD.WO/SALT,4.5,446,18.55,19.4,3.8,53.75,0,55,3.31,262,18,10.3,0.69,0.3,0.037,0
PUMPKIN.CANNED.WITH SALT,89.97,34,1.1,0.28,0.56,8.09,3.3,26,1.39,23,241,0.17,0.107,4.2,0.056,0
PUMPKIN.CKD.BLD.DRND.W/SALT,93.69,20,0.72,0.07,0.62,4.9,1.02,15,0.57,9,237,0.23,0.091,4.7,0.044,0
PUMPKIN.CKD.BLD.DRND.WO/SALT,93.69,20,0.72,0.07,0.62,4.9,1.02,15,0.57,9,1,0.23,0.091,4.7,0.044,0
PUMPKIN.CND.WO/SALT,89.97,34,1.1,0.28,0.56,8.09,3.3,26,1.39,23,5,0.17,0.107,4.2,0.056,0
PUMPKIN.FLOWERS.CKD.BLD.DRND.W/SALT,95.2,15,1.09,0.08,0.45,3.18,2.4,37,0.88,25,242,0.1,0.1,5,0.05,0
PUMPKIN.RAW,91.6,26,1,0.1,0.8,6.5,1.36,21,0.8,12,1,0.32,0.127,9,0.061,0
PURSLANE.CKD.BLD.DRND.W/SALT,93.52,18,1.49,0.19,1.25,3.55,0,78,0.77,67,280,0.17,0.114,10.5,0.07,0
PURSLANE.CKD.BLD.DRND.WO/SALT,93.52,18,1.49,0.19,1.25,3.55,0,78,0.77,67,44,0.17,0.114,10.5,0.07,0
PURSLANE.RAW,93.92,16,1.3,0.1,1.25,3.43,0,65,1.99,68,45,0.17,0.113,21,0.073,0
QUAIL.BREAST.MEAT ONLY.RAW,71.67,123,22.59,2.99,1.27,0,0,10,2.31,28,55,2.7,0.433,5.1,0.53,58
QUAIL.COOKED.TOTAL EDIBLE,60,227,25.1,14.1,0.8,0,0,15,4.43,22,52,3.1,0.592,2.3,0.62,86
QUAIL.MEAT AND SKIN.RAW,69.65,192,19.63,12.05,0.9,0,0,13,3.97,23,53,2.42,0.507,6.1,0.6,76
QUAIL.MEAT ONLY.RAW,70.03,134,21.76,4.53,1.32,0,0,13,4.51,25,51,2.7,0.594,7.2,0.53,70
QUAKER OATS.PROPEL FITNESS H2O.FRUIT-FLAVORED.NON-CARBONATED,98.78,5,0,0,0,1.22,1.22,1,0.03,0,13,0,0,8.8,0.556,0
QUINCES.RAW,83.8,57,0.4,0.1,0.4,15.3,0,11,0.7,8,4,0.04,0.13,15,0.04,0
QUINOA.CKD,71.61,120,4.4,1.92,0.76,21.3,0,17,1.49,64,7,1.09,0.192,0,0.123,0
QUINOA.UNCKD,13.28,368,14.12,6.07,2.38,64.16,0,47,4.57,197,5,3.1,0.59,0,0.487,0
RADICCHIO.RAW,93.14,23,1.43,0.25,0.7,4.48,0.6,19,0.57,13,22,0.62,0.341,8,0.057,0
RADISH SEEDS.SPROUTED.RAW,90.07,43,3.81,2.53,0.53,3.6,0,51,0.86,44,6,0.56,0.12,28.9,0.285,0
RADISHES.HAWAIIAN STYLE.PICKLED,91.5,28,1.1,0.3,1.9,5.2,2,28,0.23,8,789,0.22,0.171,0,0.1,0
RADISHES.ORIENTAL.CKD.BLD.DRND.W/SALT,95.04,17,0.67,0.24,0.62,3.43,1.83,17,0.15,9,249,0.13,0.101,15.1,0.038,0
RADISHES.ORIENTAL.CKD.BLD.DRND.WO/SALT,95.04,17,0.67,0.24,0.62,3.43,1.83,17,0.15,9,13,0.13,0.101,15.1,0.038,0
RADISHES.ORIENTAL.DRIED,19.68,271,7.9,0.72,8.33,63.37,0,629,6.73,170,278,2.13,1.631,0,0.618,0
RADISHES.ORIENTAL.RAW,94.62,18,0.6,0.1,0.58,4.1,2.5,27,0.4,16,21,0.15,0.115,22,0.046,0
RADISHES.RAW,95.27,16,0.68,0.1,0.55,3.4,1.86,25,0.34,10,39,0.28,0.05,14.8,0.071,0
RADISHES.WHITE ICICLE.RAW,95.37,14,1.1,0.1,0.8,2.63,0,27,0.8,9,16,0.13,0.099,29,0.075,0
RAISINS.GOLDEN SEEDLESS,14.97,302,3.39,0.46,1.66,79.52,59.19,53,1.79,35,12,0.32,0.363,3.2,0.323,0
RAISINS.SEEDED,16.57,296,2.52,0.54,1.89,78.47,0,28,2.59,30,28,0.18,0.302,5.4,0.188,0
RAISINS.SEEDLESS,15.43,299,3.07,0.46,1.85,79.18,59.19,50,1.88,32,11,0.22,0.318,2.3,0.174,0
RAMBUTAN.CND.SYRUP PK,78.04,82,0.65,0.21,0.23,20.87,0,22,0.35,7,11,0.08,0.066,4.9,0.02,0
RASPBERRIES.CND.RED.HVY SYRUP PK.SOL&LIQUIDS,75.33,91,0.83,0.12,0.36,23.36,20.06,11,0.42,12,3,0.16,0.057,8.7,0.042,0
RASPBERRIES.FRZ.RED.SWTND,72.75,103,0.7,0.16,0.24,26.16,21.76,15,0.65,13,1,0.18,0.105,16.5,0.034,0
RASPBERRIES.RAW,85.75,52,1.2,0.65,0.46,11.94,4.42,25,0.69,22,1,0.42,0.09,26.2,0.055,0
RASPBERRIES.WILD (NORTHERN PLAINS INDIANS),84.48,62,1.12,0.28,0.28,13.85,5.54,36,0.64,26,4,0.47,0.097,26.4,0.104,0
READY-TO-DRINK RED FAT MILK.FLAV & SWTND.W/CA.VIT A & VIT D,82.32,77,3.05,1.83,0.73,12.08,11.4,164,0.03,10,49,0.45,0.006,0.2,0.035,8
