Name,Water,Energ (kcal),Protein,Lipid,Ash,Carbohydrt,Sugar,Calcium,Iron,Magnesium,Sodium,Zinc,Copper,Vit_C,Vit_B6,Cholestrl
RED BARON PREMIUM POCKETS.ORIGINAL HAM&CHS.FRZ,46.2,268,11.2,12.7,2.7,27.2,0,143,0,0,791,0,0,0,0,31
REDDI WIP FAT FREE WHIPPED TOPPING,66.44,149,3,5,0.56,25,16,108,0.03,8,72,0.31,0.019,0,0.123,16
REFRIED BNS.CND.FAT-FREE,78.69,79,5.34,0.45,2.01,13.5,0.61,34,1.62,38,438,0.65,0.163,0.9,0.113,0
REFRIED BNS.CND.TRADITIONAL STYLE (INCLUDES USDA COMMODITY),76.15,91,5.41,1.17,2.01,15.26,0.46,33,1.67,38,449,0.65,0.166,6,0.11,0
REFRIED BNS.CND.VEGETARIAN,78.39,83,5.28,0.87,1.95,13.5,0.59,35,1.7,38,430,0.74,0.171,0,0.107,0
RENNIN.CHOC.DRY MIX.PREP W/ 2% MILK,80.39,85,3.24,2.06,0.81,13.47,0,126,0.3,20,52,0.51,0.081,0.9,0.042,7
RENNIN.CHOC.DRY MIX.PREP W/ WHL MILK,79.29,96,3.2,3.34,0.79,13.34,0,124,0.3,20,51,0.5,0.083,0.8,0.041,12
RENNIN.VANILLA.DRY MIX.PREP W/ 2% MILK,82.11,77,3.06,1.77,0.73,12.34,0,121,0.05,13,46,0.36,0.012,0.9,0.04,7
RENNIN.VANILLA.DRY MIX.PREP W/ WHL MILK,80.98,89,3.03,3.07,0.71,12.21,0,119,0.05,12,46,0.35,0.014,0.9,0.039,13
REST.LATINO.ARROZ CON ABICHUELAS COLORADOS (RICE&RED BNS),67.27,142,3.96,3.46,1.57,23.74,0.15,15,1.22,21,370,0.71,0.139,0,0.047,0
RESTAURANT.CHINESE.EGG ROLLS.ASSORTED,50.6,250,8.28,11.94,1.89,27.29,0,40,1.41,18,468,0.62,0.148,0,0.167,16
RESTAURANT.CHINESE.FRIED RICE,60.99,163,4.67,2.27,1.08,30.99,0.42,14,0.72,10,396,0.77,0.095,0,0.032,23
RESTAURANT.FAMILY STYLE.CHICK FINGERS.FROM KID'S MENU,48.01,270,19.93,14.34,2.53,15.2,0.41,21,0.93,29,588,0.67,0.056,0,0.354,45
RESTAURANT.FAMILY STYLE.FRENCH FR,43.05,292,3.65,14.53,2.17,36.6,0.28,19,0.96,33,314,0.55,0.136,0,0.254,1
RESTAURANT.FAMILY STYLE.FRIED MOZZARELLA STKS,37.95,329,14.89,18.92,3.35,24.89,2.22,348,0.66,22,794,2.06,0.074,0,0.059,33
RESTAURANT.FAMILY STYLE.MACARONI & CHS.FROM KIDS' MENU,67.72,153,6.47,6.1,1.59,18.12,2.87,116,0.75,21,368,0.8,0.073,0,0.056,11
RESTAURANT.FAMILY STYLE.SHRIMP.BREADED & FRIED,46.31,294,12.85,18.1,2.74,20.01,0.74,63,0.94,18,853,0.81,0.13,0,0.066,89
RESTAURANT.FAMILY STYLE.SIRLOIN STEAK,61.6,186,28.78,7.88,1.83,0.07,0,9,2.89,25,307,5.32,0.102,0,0.513,79
RESTAURANT.LATINO.ARROZ CON FRIJOLES NEGROS (RICE&BLACK BNS),65.47,151,4.64,3.85,1.63,24.4,0.86,37,1.57,26,420,0.74,0.161,0,0.062,0
RESTAURANT.LATINO.ARROZ CON GRANDULES (RICE & PIGEONPEAS),58.87,182,3.5,4.98,1.9,30.75,0,8,0.29,14,583,0.74,0.126,0,0.04,0
RESTAURANT.LATINO.ARROZ CON LECHE (RICE PUDDING),67.39,146,3.2,3.69,0.79,24.92,15.26,90,0.23,11,106,0.5,0.031,0,0.025,8
RESTAURANT.LATINO.CHICK & RICE.ENTREE.PREP,61.12,174,12.02,5.06,1.77,20.03,0.55,18,0.95,18,518,0.78,0.076,0,0.176,36
RESTAURANT.LATINO.EMPANADAS.BF.PREP,37.5,335,11.31,18.37,1.63,31.19,1.84,20,2.7,21,440,1.86,0.097,0,0.148,26
RHUBARB.FROZEN.UNCOOKED,93.51,21,0.55,0.11,0.72,5.1,1.1,194,0.29,18,2,0.1,0.023,4.8,0.025,0
RHUBARB.FRZ.CKD.W/SUGAR,67.79,116,0.39,0.05,0.56,31.2,28.7,145,0.21,12,1,0.08,0.027,3.3,0.02,0
RHUBARB.RAW,93.61,21,0.9,0.2,0.76,4.54,1.1,86,0.22,12,4,0.1,0.021,8,0.024,0
RHUBARB.WILD.LEAVES (ALASKA NATIVE),83.5,61,4.2,0.5,1.9,9.9,0,0,0,0,0,0,0,33,0,0
RICE & WHEAT CRL BAR,7.5,409,9.09,9.09,1.6,72.73,31.8,31,2.56,46,500,1.78,0.185,0,0.909,0
RICE BOWL W/ CHICK.FRZ ENTREE.PREP,69.09,126,5.65,1.56,1.25,22.46,4.07,13,0.35,14,333,0.38,0.03,3,0.16,16
RICE BRAN.CRUDE,6.13,316,13.35,20.85,9.98,49.69,0.9,57,18.54,781,5,6.04,0.728,0,4.07,0
RICE CAKE.CRACKER (INCL HAIN MINI RICE CAKES),5.8,392,7.1,4.3,1.7,81.1,0.88,11,1.49,131,71,3,0.445,0,0.15,0
RICE CAKES.BROWN RICE.BUCKWHEAT,5.9,380,9,3.5,1.6,80.1,0,11,1.14,151,116,2.5,0.38,0,0.13,0
RICE CAKES.BROWN RICE.BUCKWHEAT.UNSALTED,5.9,380,9,3.5,1.6,80.1,0,11,1.14,151,4,2.5,0.38,0,0.13,0
RICE CAKES.BROWN RICE.CORN,5.9,385,8.4,3.2,1.4,81.2,0,9,1.17,114,291,2.22,0.42,0,0.14,0
RICE CAKES.BROWN RICE.MULTIGRAIN,6.3,387,8.5,3.5,1.6,80.1,0,21,1.96,137,252,2.53,0.427,0,0.137,0
RICE CAKES.BROWN RICE.MULTIGRAIN.UNSALTED,6.3,387,8.5,3.5,1.6,80.1,0,21,1.96,137,4,2.53,0.427,0,0.137,0
RICE CAKES.BROWN RICE.PLN,5.8,387,8.2,2.8,1.7,81.5,0.88,11,1.49,131,326,3,0.445,0,0.15,0
RICE CAKES.BROWN RICE.PLN.UNSALTED,5.8,387,8.2,2.8,1.7,81.5,0.88,11,1.49,131,26,3,0.445,0,0.15,0
RICE CAKES.BROWN RICE.RYE,6.8,386,8.1,3.8,1.5,79.9,0,21,1.8,144,110,3,0.39,0,0.15,0
RICE CAKES.BROWN RICE.SESAME SD,5.9,392,7.6,3.8,1.2,81.5,0,12,1.58,136,227,3,0.39,3,0.155,0
RICE CAKES.BROWN RICE.SESAME SD.UNSALTED,5.9,392,7.6,3.8,1.2,81.5,0,12,1.58,136,4,3,0.39,3,0.155,0
RICE DRK.UNSWTND.W/ ADDED CA.VITAMINS A & D,89.28,47,0.28,0.97,0.3,9.17,5.28,118,0.2,11,39,0.13,0.037,0,0.039,0
RICE FLOUR.BROWN,11.97,363,7.23,2.78,1.54,76.48,0.85,11,1.98,112,8,2.45,0.23,0,0.736,0
RICE FLOUR.WHITE,11.89,366,5.95,1.42,0.61,80.13,0.12,10,0.35,35,0,0.8,0.13,0,0.436,0
RICE NOODLES.COOKED,73.82,109,0.91,0.2,0.18,24.9,0,4,0.14,3,19,0.25,0.038,0,0.006,0
RICE NOODLES.DRY,11.91,364,3.44,0.56,0.85,83.24,0,18,0.7,12,182,0.74,0.078,0,0.015,0
RICE.BROWN.LONG-GRAIN.CKD,73.09,111,2.58,0.9,0.46,22.96,0.35,10,0.42,43,5,0.63,0.1,0,0.145,0
RICE.BROWN.LONG-GRAIN.RAW,10.37,370,7.94,2.92,1.53,77.24,0.85,23,1.47,143,7,2.02,0.277,0,0.509,0
RICE.BROWN.MEDIUM-GRAIN.CKD,72.96,112,2.32,0.83,0.39,23.51,0,10,0.53,44,1,0.62,0.081,0,0.149,0
RICE.BROWN.MEDIUM-GRAIN.RAW,12.37,362,7.5,2.68,1.27,76.17,0,33,1.8,143,4,2.02,0.277,0,0.509,0
RICE.WHITE.GLUTINOUS.CKD,76.63,97,2.02,0.19,0.07,21.09,0.05,2,0.14,5,5,0.41,0.049,0,0.026,0
RICE.WHITE.GLUTINOUS.RAW,10.46,370,6.81,0.55,0.49,81.68,0,11,1.6,23,7,1.2,0.171,0,0.107,0
RICE.WHITE.LONG-GRAIN.PARBLD.ENR.CKD,70.36,123,2.91,0.37,0.3,26.05,0.11,19,1.81,9,2,0.37,0.07,0,0.156,0
RICE.WHITE.LONG-GRAIN.PARBLD.ENR.DRY,9.7,374,8.11,1.04,0.72,80.43,0.33,55,5.26,27,3,1.04,0.267,0,0.455,0
RICE.WHITE.LONG-GRAIN.PARBLD.UNENR.CKD,70.36,123,2.91,0.37,0.3,26.05,0.11,19,0.24,9,2,0.37,0.07,0,0.156,0
RICE.WHITE.LONG-GRAIN.PARBLD.UNENR.DRY,9.7,374,8.11,1.04,0.72,80.43,0.33,55,0.74,27,3,1.04,0.267,0,0.455,0
RICE.WHITE.LONG-GRAIN.PRECKD OR INST.ENR.DRY,8.38,380,7.82,0.94,0.53,82.32,0.05,22,6.3,14,10,1.43,0.177,0,0.122,0
RICE.WHITE.LONG-GRAIN.PRECKD OR INST.ENR.PREP,72,117,2.18,0.5,0.22,25.1,0,8,1.77,5,4,0.49,0.037,0,0.05,0
RICE.WHITE.LONG-GRAIN.REG.CKD,68.44,130,2.69,0.28,0.41,28.17,0.05,10,1.2,12,1,0.49,0.069,0,0.093,0
RICE.WHITE.LONG-GRAIN.REG.CKD.ENR.W/SALT,68.44,130,2.69,0.28,0.41,28.17,0.05,10,1.2,12,382,0.49,0.069,0,0.093,0
RICE.WHITE.LONG-GRAIN.REG.CKD.UNENR.W/SALT,68.44,130,2.69,0.28,0.41,28.17,0.05,10,0.2,12,382,0.49,0.069,0,0.093,0
RICE.WHITE.LONG-GRAIN.REG.CKD.UNENR.WO/SALT,68.44,130,2.69,0.28,0.41,28.17,0.05,10,0.2,12,1,0.49,0.069,0,0.093,0
RICE.WHITE.LONG-GRAIN.REG.RAW.ENR,11.62,365,7.13,0.66,0.64,79.95,0.12,28,4.31,25,5,1.09,0.22,0,0.164,0
RICE.WHITE.LONG-GRAIN.REG.RAW.UNENR,11.62,365,7.13,0.66,0.64,79.95,0.12,28,0.8,25,5,1.09,0.22,0,0.164,0
RICE.WHITE.MEDIUM-GRAIN.CKD,68.61,130,2.38,0.21,0.21,28.59,0,3,1.49,13,0,0.42,0.038,0,0.05,0
RICE.WHITE.MEDIUM-GRAIN.CKD.UNENR,68.61,130,2.38,0.21,0.21,28.59,0,3,0.2,13,0,0.42,0.038,0,0.05,0
RICE.WHITE.MEDIUM-GRAIN.RAW.ENR,12.89,360,6.61,0.58,0.58,79.34,0,9,4.36,35,1,1.16,0.11,0,0.145,0
RICE.WHITE.MEDIUM-GRAIN.RAW.UNENR,12.89,360,6.61,0.58,0.58,79.34,0,9,0.8,35,1,1.16,0.11,0,0.145,0
RICE.WHITE.SHORT-GRAIN.CKD,68.53,130,2.36,0.19,0.2,28.73,0,1,1.46,8,0,0.4,0.072,0,0.059,0
RICE.WHITE.SHORT-GRAIN.CKD.UNENR,68.53,130,2.36,0.19,0.2,28.73,0,1,0.2,8,0,0.4,0.072,0,0.059,0
RICE.WHITE.SHORT-GRAIN.RAW,13.29,358,6.5,0.52,0.54,79.15,0,3,4.23,23,1,1.1,0.21,0,0.171,0
RICE.WHITE.SHORT-GRAIN.RAW.UNENR,13.29,358,6.5,0.52,0.54,79.15,0,3,0.8,23,1,1.1,0.21,0,0.171,0
RICE.WHITE.STMD.CHINESE RESTAURANT,62.5,151,3.2,0.27,0.14,33.88,0,5,0.39,5,5,0.68,0.048,0,0.022,0
RICE.WHITE.W/PASTA.CKD,71.74,122,2.54,2.82,1.47,21.43,0,8,0.94,12,568,0.28,0.02,0.2,0.097,1
RICE.WHITE.WITH PASTA.DRY,7.13,368,9.37,2.44,5.75,75.32,0,46,3.98,40,1866,1.21,0.275,0.6,0.145,2
ROAST BF SPRD,61.7,223,15.27,16.28,3.02,3.73,0.71,23,2.06,24,724,6.08,0.101,0.2,0.15,70
ROCKFISH.PACIFIC.MXD SP.CKD.DRY HEAT,73.41,121,24.04,2.01,1.54,0,0,12,0.53,34,77,0.53,0.037,0,0.27,44
ROCKFISH.PACIFIC.MXD SP.RAW,79.26,94,18.75,1.57,1.2,0,0,9,0.41,26,60,0.41,0.029,0,0.23,35
ROE.MIXED SPECIES.RAW,67.73,143,22.32,6.42,1.37,1.5,0,22,0.6,20,91,1,0.1,16,0.16,374
ROE.MXD SP.CKD.DRY HEAT,58.63,204,28.62,8.23,1.76,1.92,0,28,0.77,26,117,1.28,0.128,16.4,0.185,479
ROLLS. DINNER. PLN.COMM PREPARED (INC BROWN -N- SERVE),28.44,310,10.86,6.47,2.18,52.04,5.55,178,3.72,26,536,0.99,0.135,0.2,0.097,4
ROLLS.DINNER.EGG,30.4,307,9.5,6.4,1.7,52,4.3,59,3.52,25,545,1.12,0.133,0,0.053,50
ROLLS.DINNER.OAT BRAN,44,236,9.5,4.6,1.7,40.2,6.67,85,4.14,33,413,1.02,0.136,0,0.045,0
ROLLS.DINNER.PLN.PREP FROM RECIPE.MADE W/LOFAT (2%) MILK,29.1,316,8.5,7.3,1.7,53.4,0,60,2.96,19,415,0.7,0.114,0.2,0.06,35
ROLLS.DINNER.RYE,30.1,286,10.3,3.4,2.9,53.1,1.17,30,2.7,54,892,0.97,0.201,0,0.062,0
ROLLS.DINNER.WHEAT,37,273,8.6,6.3,2.1,46,1.63,176,3.55,36,340,0.9,0.15,0,0.076,0
ROLLS.DINNER.WHOLE-WHEAT,33.1,266,8.7,4.7,2.3,51.1,8.46,106,2.42,85,478,2.01,0.239,0,0.195,0
ROLLS.FRENCH,34.8,277,8.6,4.3,1.9,50.2,0.31,91,2.71,20,609,0.9,0.135,0,0.039,0
ROLLS.HAMBURGER OR HOTDOG.MIXED-GRAIN,38,263,9.6,6,1.8,44.6,6.25,95,3.95,44,458,1.05,0.216,0,0.092,0
ROLLS.HAMBURGER OR HOTDOG.PLN,34.7,279,9.5,4.33,2.02,49.45,6.25,138,3.32,21,479,0.66,0.22,0,0.071,0
ROLLS.HAMBURGER OR HOTDOG.RED-CAL,46,196,8.3,2,1.6,42.1,4.76,59,2.99,20,442,0.68,0.143,0.2,0.038,0
ROLLS.HARD (INCL KAISER),31,293,9.9,4.3,2,52.7,1.77,95,3.28,27,544,0.94,0.163,0,0.035,0
ROLLS.PUMPERNICKEL,32,277,10.8,2.8,2.53,52.8,0.4,67,2.78,54,569,1.48,0.287,0,0.1,0
ROSE HIPS.WILD (NORTHERN PLAINS INDIANS),58.66,162,1.6,0.34,1.18,38.22,2.58,169,1.06,69,4,0.25,0.113,426,0.076,0
ROSE-APPLES.RAW,93,25,0.6,0.3,0.4,5.7,0,29,0.07,5,0,0.06,0.016,22.3,0,0
ROSELLE.RAW,86.58,49,0.96,0.64,0.51,11.31,0,215,1.48,51,6,0,0,12,0,0
ROSEMARY.DRIED,9.31,331,4.88,15.22,6.53,64.06,0,1280,29.25,220,50,3.23,0.55,61.2,1.74,0
ROSEMARY.FRESH,67.77,131,3.31,5.86,2.35,20.7,0,317,6.65,91,26,0.93,0.301,21.8,0.336,0
ROUGHY.ORANGE.CKD.DRY HEAT,66.97,105,22.64,0.9,0.99,0,0,11,1.13,18,69,0.32,0.075,0,0.067,80
ROUGHY.ORANGE.RAW,75.67,76,16.41,0.7,1.08,0,0,9,1.01,17,72,0.23,0.075,0,0.052,60
ROWAL.RAW,71.4,111,2.3,2,0.4,23.9,14.1,15,2.2,32,4,0.43,1.06,25.8,0,0
RUTABAGAS.CKD.BLD.DRND.W/SALT,88.88,39,1.29,0.22,0.87,8.74,6.02,48,0.53,23,254,0.35,0.041,18.8,0.102,0
RUTABAGAS.CKD.BLD.DRND.WO/SALT,88.88,39,1.29,0.22,0.87,8.74,6.02,48,0.53,23,20,0.35,0.041,18.8,0.102,0
RUTABAGAS.RAW,89.66,36,1.2,0.2,0.81,8.13,5.6,47,0.52,23,20,0.34,0.04,25,0.1,0
RYE,10.6,338,10.34,1.63,1.57,75.86,0.98,24,2.63,110,2,2.65,0.367,0,0.294,0
RYE FLOUR.DARK,10.75,325,15.91,2.22,2.5,68.63,2.31,37,4.97,160,2,5.04,0.56,0,0.443,0
RYE FLOUR.LIGHT,11.4,357,9.82,1.33,0.78,76.68,0.93,13,0.91,32,2,1.33,0.213,0,0.234,0
RYE FLOUR.MEDIUM,10.97,349,10.88,1.52,1.2,75.43,1.1,24,2.54,63,2,2.17,0.331,0,0.268,0
SABLEFISH.COOKED.DRY HEAT,62.85,250,17.19,19.62,1.35,0,0,45,1.64,71,72,0.41,0.028,0,0.346,63
SABLEFISH.RAW,71.02,195,13.41,15.3,1.05,0,0,35,1.28,55,56,0.32,0.022,0,0.3,49
SABLEFISH.SMOKED,60.14,257,17.65,20.14,1.38,0,0,50,1.69,74,737,0.43,0.036,0,0.39,64
SAFFLOWER SD KRNLS.DRIED,5.62,517,16.18,38.45,5.47,34.29,0,78,4.9,353,3,5.05,1.747,0,1.17,0
SAFFLOWER SD MEAL.PART DEFATTED,6.41,342,35.62,2.39,6.85,48.73,0,77,4.86,350,3,5.01,1.733,0,1.161,0
SAFFRON,11.9,310,11.43,5.85,5.45,65.37,0,111,11.1,264,148,1.09,0.328,80.8,1.01,0
SAGE.GROUND,7.96,315,10.63,12.75,7.95,60.73,1.71,1652,28.12,428,11,4.7,0.757,32.4,2.69,0
SALAD DRESSING.COLESLAW,39.9,390,0.9,33.4,2,23.8,20.11,14,0.2,2,710,0.18,0.011,0,0.02,26
SALAD DRSNG.1000 ISLAND DRSNG.FAT-FREE,66.14,132,0.55,1.45,2.59,29.27,16.83,11,0.28,4,729,0.09,0.178,0,0,5
SALAD DRSNG.1000 ISLAND DRSNG.RED FAT,60.73,195,0.83,11.32,3.07,24.06,17.31,27,0.9,7,833,0.19,0,1.5,0,11
SALAD DRSNG.1000 ISLAND.COMM.REG,46.51,370,1.09,35.06,2.69,14.64,15.18,17,1.18,8,863,0.26,0,0,0,26
SALAD DRSNG.BACON&TOMATO,58.7,326,1.8,35,2.6,2,2,4,0.27,6,1084,0.2,0.03,8.8,0.08,4
SALAD DRSNG.BLUE OR ROQUEFORT CHS DRSNG.COMM.REG,39.71,476,1.37,51.1,3.2,4.62,3.48,37,0.09,8,930,0.21,0.009,0.7,0.037,31
SALAD DRSNG.BLUE OR ROQUEFORT CHS DRSNG.FAT-FREE,68,115,1.52,1.01,3.4,25.6,7.44,51,0.12,15,814,0.21,0.015,0.5,0.045,2
SALAD DRSNG.BLUE OR ROQUEFORT CHS DRSNG.RED CAL,77.8,86,2.1,2.7,4.2,13.2,3.6,68,0.14,4,1610,0.3,0.013,0,0.02,10
SALAD DRSNG.BLUE OR ROQUEFORT CHS.LO CAL,79.5,99,5.1,7.2,5.3,2.9,2.82,89,0.5,7,1200,0.25,0.01,0.3,0.02,1
SALAD DRSNG.BTTRMLK.LITE,62.04,202,1.25,12.42,2.96,21.33,3.77,40,0.69,6,909,0.62,0.162,0.6,0.029,16
SALAD DRSNG.CAESAR DRSNG.REG,34.3,542,2.17,57.85,2.4,3.3,2.81,48,1.08,2,1078,0.11,0.01,0.3,0.025,39
SALAD DRSNG.CAESAR.LO CAL,73.2,110,0.3,4.4,3.5,18.6,16.32,24,0.18,2,1078,0.11,0.01,0,0,2
SALAD DRSNG.COLESLAW DRSNG.RED FAT,37,329,0,20,3,40,38.73,36,0.26,5,1600,0.18,0,0,0.02,25
SALAD DRSNG.FRENCH DRSNG.COMM.REG,36.56,457,0.77,44.81,2.29,15.58,15.95,24,0.8,5,836,0.29,0,3.6,0,0
SALAD DRSNG.FRENCH DRSNG.COMM.REG.WO/ SALT,36.56,459,0.77,44.81,2.29,15.58,15.95,24,0.8,5,0,0.29,0,0,0,0
SALAD DRSNG.FRENCH DRSNG.FAT-FREE,65.04,132,0.2,0.27,2.35,32.14,16.45,5,0.58,3,799,0.1,0.121,0,0,0
SALAD DRSNG.FRENCH DRSNG.RED CAL,59,200,0.4,13,0.6,27,25.92,11,0.4,0,1000,0.18,0.01,0,0,0
SALAD DRSNG.FRENCH DRSNG.RED FAT,54.28,222,0.58,11.52,2.4,31.22,16.86,11,0.73,8,788,0.2,0.16,4.8,0.055,0
SALAD DRSNG.FRENCH DRSNG.RED FAT.WO/ SALT,54.28,233,0.58,13.46,2.4,29.28,28.45,11,0.87,8,30,0.2,0.16,0,0.055,0
SALAD DRSNG.FRENCH.CTTNSD.OIL.HOME RECIPE,24.2,631,0.1,70.2,1.8,3.4,0,6,0.2,0,658,0,0,0,0,0
SALAD DRSNG.FRENCH.HOME RECIPE,24.2,631,0.1,70.2,1.8,3.4,0,6,0.2,0,658,0,0,0.6,0,0
SALAD DRSNG.GRN GODDESS.REG,45.03,427,1.9,43.33,2.38,7.36,6.67,34,0.35,7,867,0.25,0.01,0.2,0.01,40
SALAD DRSNG.HOME RECIPE.CKD,69.2,157,4.2,9.5,2.4,14.9,9.07,84,0.5,8,734,0.35,0.01,0.6,0.03,57
SALAD DRSNG.HOME RECIPE.VINEGAR&OIL,47.4,449,0,50.1,0,2.5,2.5,0,0,0,1,0,0,0,0,0
SALAD DRSNG.HONEY MUSTARD DRSNG.RED CAL,57.19,207,0.98,10,2.56,29.27,18.33,67,0.41,12,900,0.17,0.025,0.4,0.02,0
SALAD DRSNG.ITALIAN DRSNG.COMM.REG,56.4,291,0.38,28.37,4.42,10.43,8.32,7,0.63,3,1654,0.13,0,0,0.06,0
SALAD DRSNG.ITALIAN DRSNG.COMM.REG.WO/ SALT,56.4,292,0.38,28.37,4.42,10.43,8.32,7,0.63,3,30,0.13,0,0,0.06,67
SALAD DRSNG.ITALIAN DRSNG.FAT-FREE,85.95,47,0.97,0.87,3.47,8.75,8.85,30,0.4,5,1129,0.36,0.116,0.4,0,2
SALAD DRSNG.ITALIAN DRSNG.RED CAL,70,200,0.3,20,3,6.7,1.94,6,0.13,2,1421,0.04,0.005,0.4,0.03,0
SALAD DRSNG.ITALIAN DRSNG.RED FAT,84.68,75,0.47,6.38,3.9,4.57,4.55,9,0.65,4,1366,0.19,0,0,0.07,6
SALAD DRSNG.ITALIAN DRSNG.RED FAT.WO/ SALT,84.68,76,0.47,6.38,3.9,4.57,4.55,9,0.65,4,30,0.19,0,0,0.07,6
SALAD DRSNG.KRAFT FREE FAT FREE ITALIAN DRSNG,81.6,62,1.4,0.9,3.6,11,6.6,42,0.24,0,1302,0,0,1.3,0,3
SALAD DRSNG.KRAFT FREE FAT FREE RANCH DRSNG,63.6,138,0.7,1,3,30.6,6.1,26,0.06,0,1011,0,0,0.1,0,1
SALAD DRSNG.KRAFT LT DONE RIGHT! ITALIAN DRSNG,73,170,1.1,14.4,2.1,8,4.9,28,0.33,0,736,0,0,1.8,0,1
SALAD DRSNG.KRAFT LT DONE RIGHT! RANCH DRSNG,61.3,256,1.2,22.8,2.7,10.5,4.2,26,0.19,0,1009,0,0,0.1,0,28
SALAD DRSNG.KRAFT MAYO FAT FREE MAYO DRSNG,81.8,70,0.2,2.7,2.2,12.4,6.8,6,0.1,0,750,0,0,0,0,10
SALAD DRSNG.KRAFT MAYO LT MAYO,55.4,334,0.6,32.9,2.1,8.5,4.2,6,0.2,0,797,0,0,0.3,0,35
SALAD DRSNG.KRAFT MIRACLE WHIP FREE NONFAT DRSNG,78.7,84,0.2,2.7,1.9,15.5,10.3,6,0.12,0,788,0,0,0,0,9
SALAD DRSNG.KRAFT MIRACLE WHIP LT DRSNG,63.3,231,0.6,18.6,2.2,14.4,9.9,5,0.17,0,821,0,0,0,0,26
SALAD DRSNG.KRAFT RANCH DRSNG,36.8,510,1.4,53.7,2.6,4.6,4,29,0.18,0,990,0,0,0.2,0,28
SALAD DRSNG.KRAFT ZESTY ITALIAN DRSNG,52.7,351,0.3,35.9,4.2,5.7,4.3,4,0.16,0,1630,0,0,0.5,0,0
SALAD DRSNG.MAYO & MAYONNAISE-TYPE.LO CAL,54.3,263,0.9,19,2,23.9,4.34,14,0.26,2,691,0.18,0.001,0,0.02,26
SALAD DRSNG.MAYO DRSNG.DIET.NO CHOL,39.9,390,0.9,33.4,1.9,23.9,6.4,14,0.2,2,711,0.18,0.01,0,0.017,0
SALAD DRSNG.MAYO TYPE.REG.W/SALT,39.9,390,0.9,33.4,1.9,23.9,6.4,14,0.2,2,711,0.18,0.01,0,0.017,26
SALAD DRSNG.MAYO.IMITN.MILK CRM,79.6,97,2.1,5.1,2.1,11.1,0,72,0.5,7,504,0.25,0.01,0.3,0.021,43
SALAD DRSNG.MAYO.IMITN.SOYBN,62.7,232,0.3,19.2,1.8,16,6,0,0,0,497,0.11,0.01,0,0,24
SALAD DRSNG.MAYO.IMITN.SOYBN WO/CHOL,34.6,482,0.1,47.7,1.8,15.8,6,0,0.01,0,353,0.11,0.001,0,0,0
SALAD DRSNG.MAYO.LT,55.91,324,0.88,33.09,1.91,8.2,4.34,8,0.32,2,673,0.18,0.112,0,0,35
SALAD DRSNG.MAYO.LT.SMART BALANCE.OMEGA PLUS LT,52.44,333,1.53,34.18,2.46,9.39,5.38,13,0.31,2,848,0.2,0.016,0,0.015,33
SALAD DRSNG.MAYO.SOYBN OIL.W/SALT,15.06,718,0.9,79.39,1.48,3.16,1.08,7,0.22,1,568,0.17,0.029,0,0.577,38
SALAD DRSNG.MAYO.SOYBN OIL.WO/SALT,16.7,717,1.1,79.4,0.1,2.7,0,18,0.5,0,30,0,0,0,0,59
SALAD DRSNG.MAYO.SOYBN&SAFFLOWER OIL.W/SALT,15.3,717,1.1,79.4,1.5,2.7,0.48,18,0.5,1,568,0.12,0,0,0.577,59
SALAD DRSNG.MAYONNAISE-LIKE.FAT-FREE,78.7,84,0.2,2.7,2.6,15.5,10.3,6,0.12,2,788,0.05,0.02,0,0,9
SALAD DRSNG.PEPPERCORN DRSNG.COMM.REG,31.9,564,1.2,61.4,2,3.5,2.45,22,0.35,2,1065,0.18,0.01,0.6,0.07,49
SALAD DRSNG.RANCH DRSNG.COMM.REG,38.18,484,1.03,51.39,2.71,6.69,2.45,31,0.62,5,816,0.4,0.043,3.4,0.023,33
SALAD DRSNG.RANCH DRSNG.FAT-FREE,68.33,119,0.25,1.92,3,26.51,5.35,50,1.05,8,755,0.4,0.195,0,0.024,7
SALAD DRSNG.RANCH DRSNG.RED FAT,62.04,196,1.25,12.42,2.96,21.33,3.77,40,0.69,6,909,0.62,0.162,0.6,0.029,16
SALAD DRSNG.RUSSIAN DRSNG,38.53,355,0.69,26.18,2.7,31.9,17.68,13,0.6,10,993,0.22,0.058,6,0.097,0
SALAD DRSNG.RUSSIAN DRSNG.LO CAL,65,141,0.5,4,2.9,27.6,21.87,19,0.6,0,868,0.1,0.01,6,0.009,6
SALAD DRSNG.SESAME SD DRSNG.REG,39.2,443,3.1,45.2,3.9,8.6,8.32,19,0.6,0,1000,0.1,0,0,0,0
SALAD DRSNG.SPRAY-STYLE DRSNG.ASSORTED FLAVORS,71,165,0.16,10.75,1.5,16.6,14.29,6,0.18,0,1102,0,0,0.7,0,0
SALAD DRSNG.SWT&SOUR,95.7,15,0.1,0,0.5,3.7,3.7,4,0.04,3,208,0.02,0.01,8.1,0.01,0
SALAMI  CKD  BF,60,261,12.6,22.2,3.3,1.9,1.5,6,2.2,13,1140,1.77,0.19,0,0.18,71
SALAMI  ITALIAN  PORK,34.6,425,21.7,37,5.5,1.2,1.2,10,1.52,22,1890,4.2,0.16,0,0.55,80
SALAMI  ITALIAN  PORK & BF  DRY  SLICED  50% LESS NA,40.5,350,21.8,26.4,4.9,6.4,0,8,1.51,17,936,3.23,0.08,0,0.5,89
